date,place,count,state,scrapped
2020-04-08,Armidale Regional,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Ballina,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Bellingen,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Blayney,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Broken Hill,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Coonamble,&#x200B;1-4,NSW,2020-04-08 17:01:08
2020-04-08,Cootamundra-Gundagai Regional,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Glen Innes Severn,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Greater Hume Shire,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Griffith,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Gunnedah,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Hay,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Hilltops,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Inverell,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Kempsey,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Lachlan,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Lithgow,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Liverpool Plains,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Murrumbidgee,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Muswellbrook,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Nambucca,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Narrandera,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Narromine,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Parkes,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Richmond Valley,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Singleton,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Tenterfield,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Upper Hunter Shire,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Upper Lachlan Shire,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Uralla,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Warren,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Warrumbungle Shire,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Weddin,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Wollondilly,1-4,NSW,2020-04-08 17:01:08
2020-04-08,Berrigan,5,NSW,2020-04-08 17:01:08
2020-04-08,Cabonne,5,NSW,2020-04-08 17:01:08
2020-04-08,Dubbo Regional,5,NSW,2020-04-08 17:01:08
2020-04-08,Dungog,5,NSW,2020-04-08 17:01:08
2020-04-08,Lismore,5,NSW,2020-04-08 17:01:08
2020-04-08,Mid-Western Regional,5,NSW,2020-04-08 17:01:08
2020-04-08,Albury,6,NSW,2020-04-08 17:01:08
2020-04-08,Snowy Monaro Regional,6,NSW,2020-04-08 17:01:08
2020-04-08,Yass Valley,6,NSW,2020-04-08 17:01:08
2020-04-08,Burwood,7,NSW,2020-04-08 17:01:08
2020-04-08,Federation,7,NSW,2020-04-08 17:01:08
2020-04-08,Kiama,7,NSW,2020-04-08 17:01:08
2020-04-08,Clarence Valley,8,NSW,2020-04-08 17:01:08
2020-04-08,Goulburn Mulwaree,8,NSW,2020-04-08 17:01:08
2020-04-08,Bathurst Regional,9,NSW,2020-04-08 17:01:08
2020-04-08,Bega Valley,9,NSW,2020-04-08 17:01:08
2020-04-08,Orange,9,NSW,2020-04-08 17:01:08
2020-04-08,Strathfield,9,NSW,2020-04-08 17:01:08
2020-04-08,Eurobodalla,10,NSW,2020-04-08 17:01:08
2020-04-08,Queanbeyan-Palerang Regional,10,NSW,2020-04-08 17:01:08
2020-04-08,Wagga Wagga,10,NSW,2020-04-08 17:01:08
2020-04-08,Tamworth Regional,12,NSW,2020-04-08 17:01:08
2020-04-08,Coffs Harbour,13,NSW,2020-04-08 17:01:08
2020-04-08,Tweed,13,NSW,2020-04-08 17:01:08
2020-04-08,Byron,14,NSW,2020-04-08 17:01:08
2020-04-08,Canada Bay,19,NSW,2020-04-08 17:01:08
2020-04-08,Hunters Hill,20,NSW,2020-04-08 17:01:08
2020-04-08,Shellharbour,21,NSW,2020-04-08 17:01:08
2020-04-08,Willoughby,21,NSW,2020-04-08 17:01:08
2020-04-08,Blue Mountains,22,NSW,2020-04-08 17:01:08
2020-04-08,Fairfield,22,NSW,2020-04-08 17:01:08
2020-04-08,Hawkesbury,23,NSW,2020-04-08 17:01:08
2020-04-08,Wingecarribee,23,NSW,2020-04-08 17:01:08
2020-04-08,Cessnock,24,NSW,2020-04-08 17:01:08
2020-04-08,Maitland,28,NSW,2020-04-08 17:01:08
2020-04-08,Port Macquarie-Hastings,29,NSW,2020-04-08 17:01:08
2020-04-08,Campbelltown,30,NSW,2020-04-08 17:01:08
2020-04-08,Shoalhaven,30,NSW,2020-04-08 17:01:08
2020-04-08,Port Stephens,31,NSW,2020-04-08 17:01:08
2020-04-08,Camden,35,NSW,2020-04-08 17:01:08
2020-04-08,Liverpool,36,NSW,2020-04-08 17:01:08
2020-04-08,Mid-Coast,37,NSW,2020-04-08 17:01:08
2020-04-08,Lane Cove,39,NSW,2020-04-08 17:01:08
2020-04-08,Mosman,40,NSW,2020-04-08 17:01:08
2020-04-08,North Sydney,44,NSW,2020-04-08 17:01:08
2020-04-08,Parramatta,44,NSW,2020-04-08 17:01:08
2020-04-08,Hornsby,46,NSW,2020-04-08 17:01:08
2020-04-08,Lake Macquarie,46,NSW,2020-04-08 17:01:08
2020-04-08,Newcastle,49,NSW,2020-04-08 17:01:08
2020-04-08,Wollongong,52,NSW,2020-04-08 17:01:08
2020-04-08,Georges River,54,NSW,2020-04-08 17:01:08
2020-04-08,Bayside,57,NSW,2020-04-08 17:01:08
2020-04-08,Penrith,57,NSW,2020-04-08 17:01:08
2020-04-08,The Hills Shire,57,NSW,2020-04-08 17:01:08
2020-04-08,Ku-ring-gai,63,NSW,2020-04-08 17:01:08
2020-04-08,Cumberland,65,NSW,2020-04-08 17:01:08
2020-04-08,Ryde,67,NSW,2020-04-08 17:01:08
2020-04-08,Inner West,71,NSW,2020-04-08 17:01:08
2020-04-08,Randwick,77,NSW,2020-04-08 17:01:08
2020-04-08,Canterbury-Bankstown,82,NSW,2020-04-08 17:01:08
2020-04-08,Sutherland Shire,85,NSW,2020-04-08 17:01:08
2020-04-08,Woollahra,86,NSW,2020-04-08 17:01:08
2020-04-08,Blacktown,98,NSW,2020-04-08 17:01:08
2020-04-08,Central Coast,103,NSW,2020-04-08 17:01:08
2020-04-08,Northern Beaches,145,NSW,2020-04-08 17:01:08
2020-04-08,Sydney,149,NSW,2020-04-08 17:01:08
2020-04-08,Waverley,170,NSW,2020-04-08 17:01:08
2020-04-08,Total,2734,NSW,2020-04-08 17:01:08
2020-04-08,Ararat (RC),1,VIC,2020-04-08 17:01:08
2020-04-08,Ballarat (C),10,VIC,2020-04-08 17:01:08
2020-04-08,Banyule (C),73,VIC,2020-04-08 17:01:08
2020-04-08,Bass Coast (S),4,VIC,2020-04-08 17:01:08
2020-04-08,Baw Baw (S),5,VIC,2020-04-08 17:01:08
2020-04-08,Bayside (C),29,VIC,2020-04-08 17:01:08
2020-04-08,Benalla (RC),3,VIC,2020-04-08 17:01:08
2020-04-08,Boroondara (C),58,VIC,2020-04-08 17:01:08
2020-04-08,Brimbank (C),28,VIC,2020-04-08 17:01:08
2020-04-08,Campaspe (S),2,VIC,2020-04-08 17:01:08
2020-04-08,Cardinia (S),11,VIC,2020-04-08 17:01:08
2020-04-08,Casey (C),45,VIC,2020-04-08 17:01:08
2020-04-08,Central Goldfields (S),1,VIC,2020-04-08 17:01:08
2020-04-08,Corangamite (S),1,VIC,2020-04-08 17:01:08
2020-04-08,Darebin (C),32,VIC,2020-04-08 17:01:08
2020-04-08,East Gippsland (S),1,VIC,2020-04-08 17:01:08
2020-04-08,Frankston (C),36,VIC,2020-04-08 17:01:08
2020-04-08,Gannawarra (S),1,VIC,2020-04-08 17:01:08
2020-04-08,Glen Eira (C),45,VIC,2020-04-08 17:01:08
2020-04-08,Glenelg (S),0,VIC,2020-04-08 17:01:08
2020-04-08,Greater Bendigo (C),9,VIC,2020-04-08 17:01:08
2020-04-08,Greater Dandenong (C),15,VIC,2020-04-08 17:01:08
2020-04-08,Greater Geelong (C),57,VIC,2020-04-08 17:01:08
2020-04-08,Greater Shepparton (C),9,VIC,2020-04-08 17:01:08
2020-04-08,Hepburn (S),2,VIC,2020-04-08 17:01:08
2020-04-08,Hobsons Bay (C),13,VIC,2020-04-08 17:01:08
2020-04-08,Horsham (RC),3,VIC,2020-04-08 17:01:08
2020-04-08,Hume (C),34,VIC,2020-04-08 17:01:08
2020-04-08,Kingston (C),19,VIC,2020-04-08 17:01:08
2020-04-08,Knox (C),12,VIC,2020-04-08 17:01:08
2020-04-08,Latrobe (C),6,VIC,2020-04-08 17:01:08
2020-04-08,Loddon (S),3,VIC,2020-04-08 17:01:08
2020-04-08,Macedon Ranges (S),5,VIC,2020-04-08 17:01:08
2020-04-08,Manningham (C),24,VIC,2020-04-08 17:01:08
2020-04-08,Mansfield (S),3,VIC,2020-04-08 17:01:08
2020-04-08,Maribyrnong (C),10,VIC,2020-04-08 17:01:08
2020-04-08,Maroondah (C),9,VIC,2020-04-08 17:01:08
2020-04-08,Melbourne (C),55,VIC,2020-04-08 17:01:08
2020-04-08,Melton (C),18,VIC,2020-04-08 17:01:08
2020-04-08,Mildura (RC),5,VIC,2020-04-08 17:01:08
2020-04-08,Mitchell (S),9,VIC,2020-04-08 17:01:08
2020-04-08,Moira (S),10,VIC,2020-04-08 17:01:08
2020-04-08,Monash (C),40,VIC,2020-04-08 17:01:08
2020-04-08,Moonee Valley (C),36,VIC,2020-04-08 17:01:08
2020-04-08,Moorabool (S),1,VIC,2020-04-08 17:01:08
2020-04-08,Moreland (C),47,VIC,2020-04-08 17:01:08
2020-04-08,Mornington Peninsula (S),54,VIC,2020-04-08 17:01:08
2020-04-08,Mount Alexander (S),6,VIC,2020-04-08 17:01:08
2020-04-08,Moyne (S),1,VIC,2020-04-08 17:01:08
2020-04-08,Murrindindi (S),1,VIC,2020-04-08 17:01:08
2020-04-08,Nillumbik (S),21,VIC,2020-04-08 17:01:08
2020-04-08,Northern Grampians (S),3,VIC,2020-04-08 17:01:08
2020-04-08,Port Phillip (C),41,VIC,2020-04-08 17:01:08
2020-04-08,South Gippsland (S),4,VIC,2020-04-08 17:01:08
2020-04-08,Southern Grampians (S),2,VIC,2020-04-08 17:01:08
2020-04-08,Stonnington (C),87,VIC,2020-04-08 17:01:08
2020-04-08,Strathbogie (S),2,VIC,2020-04-08 17:01:08
2020-04-08,Surf Coast (S),9,VIC,2020-04-08 17:01:08
2020-04-08,Swan Hill (RC),3,VIC,2020-04-08 17:01:08
2020-04-08,Wangaratta (RC),1,VIC,2020-04-08 17:01:08
2020-04-08,Warrnambool (C),5,VIC,2020-04-08 17:01:08
2020-04-08,Wellington (S),8,VIC,2020-04-08 17:01:08
2020-04-08,West Wimmera (S),1,VIC,2020-04-08 17:01:08
2020-04-08,Whitehorse (C),21,VIC,2020-04-08 17:01:08
2020-04-08,Whittlesea (C),21,VIC,2020-04-08 17:01:08
2020-04-08,Wodonga (RC),1,VIC,2020-04-08 17:01:08
2020-04-08,Wyndham (C),27,VIC,2020-04-08 17:01:08
2020-04-08,Yarra (C),23,VIC,2020-04-08 17:01:08
2020-04-08,Yarra Ranges (S),21,VIC,2020-04-08 17:01:08
2020-04-08,Yarriambiack (S),1,VIC,2020-04-08 17:01:08
2020-04-08,Alpine (S),0,VIC,2020-04-08 17:01:08
2020-04-08,Buloke (S),0,VIC,2020-04-08 17:01:08
2020-04-08,Colac-Otway (S),0,VIC,2020-04-08 17:01:08
2020-04-08,Golden Plains (S),1,VIC,2020-04-08 17:01:08
2020-04-08,Hindmarsh (S),0,VIC,2020-04-08 17:01:08
2020-04-08,Indigo (S),0,VIC,2020-04-08 17:01:08
2020-04-08,Pyrenees (S),0,VIC,2020-04-08 17:01:08
2020-04-08,Queenscliffe (B),0,VIC,2020-04-08 17:01:08
2020-04-08,Towong (S),0,VIC,2020-04-08 17:01:08
2020-04-08,Unincorporated Vic,0,VIC,2020-04-08 17:01:08
2020-04-08,Cairns and Hinterland,32,QLD,2020-04-08 17:01:08
2020-04-08,Central Queensland,8,QLD,2020-04-08 17:01:08
2020-04-08,Central West,0,QLD,2020-04-08 17:01:08
2020-04-08,Darling Downs,41,QLD,2020-04-08 17:01:08
2020-04-08,Gold Coast,178,QLD,2020-04-08 17:01:08
2020-04-08,Mackay,13,QLD,2020-04-08 17:01:08
2020-04-08,Metro North,286,QLD,2020-04-08 17:01:08
2020-04-08,Metro South,218,QLD,2020-04-08 17:01:08
2020-04-08,North West,0,QLD,2020-04-08 17:01:08
2020-04-08,South West,0,QLD,2020-04-08 17:01:08
2020-04-08,Sunshine Coast,85,QLD,2020-04-08 17:01:08
2020-04-08,Torres and Cape,0,QLD,2020-04-08 17:01:08
2020-04-08,Townsville,23,QLD,2020-04-08 17:01:08
2020-04-08,West Moreton,37,QLD,2020-04-08 17:01:08
2020-04-08,Wide Bay,22,QLD,2020-04-08 17:01:08
2020-04-08,Overseas,0,QLD,2020-04-08 17:01:08
2020-04-08,Total,943**,QLD,2020-04-08 17:01:08
2020-04-08,Albany (C),7,WA,2020-04-08 17:01:08
2020-04-08,Armadale (C),7,WA,2020-04-08 17:01:08
2020-04-08,Ashburton (S),0,WA,2020-04-08 17:01:08
2020-04-08,Augusta-Margaret River (S),2,WA,2020-04-08 17:01:08
2020-04-08,Bassendean (T),2,WA,2020-04-08 17:01:08
2020-04-08,Bayswater (C),15,WA,2020-04-08 17:01:08
2020-04-08,Belmont (C),2,WA,2020-04-08 17:01:08
2020-04-08,Beverley (S),0,WA,2020-04-08 17:01:08
2020-04-08,Boddington (S),0,WA,2020-04-08 17:01:08
2020-04-08,Boyup Brook (S),0,WA,2020-04-08 17:01:08
2020-04-08,Bridgetown-Greenbushes (S),1,WA,2020-04-08 17:01:08
2020-04-08,Brookton (S),0,WA,2020-04-08 17:01:08
2020-04-08,Broome (S),11,WA,2020-04-08 17:01:08
2020-04-08,Broomehill-Tambellup (S),0,WA,2020-04-08 17:01:08
2020-04-08,Bruce Rock (S),0,WA,2020-04-08 17:01:08
2020-04-08,Bunbury (C),1,WA,2020-04-08 17:01:08
2020-04-08,Busselton (C),4,WA,2020-04-08 17:01:08
2020-04-08,Cambridge (T),3,WA,2020-04-08 17:01:08
2020-04-08,Canning (C),10,WA,2020-04-08 17:01:08
2020-04-08,Capel (S),0,WA,2020-04-08 17:01:08
2020-04-08,Carnamah (S),0,WA,2020-04-08 17:01:08
2020-04-08,Carnarvon (S),1,WA,2020-04-08 17:01:08
2020-04-08,Chapman Valley (S),0,WA,2020-04-08 17:01:08
2020-04-08,Chittering (S),0,WA,2020-04-08 17:01:08
2020-04-08,Claremont (T),5,WA,2020-04-08 17:01:08
2020-04-08,Collie (S),0,WA,2020-04-08 17:01:08
2020-04-08,Coolgardie (S),0,WA,2020-04-08 17:01:08
2020-04-08,Coorow (S),0,WA,2020-04-08 17:01:08
2020-04-08,Corrigin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Cottesloe (T),5,WA,2020-04-08 17:01:08
2020-04-08,Cranbrook (S),0,WA,2020-04-08 17:01:08
2020-04-08,Cuballing (S),0,WA,2020-04-08 17:01:08
2020-04-08,Cue (S),0,WA,2020-04-08 17:01:08
2020-04-08,Cunderdin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Dalwallinu (S),0,WA,2020-04-08 17:01:08
2020-04-08,Dandaragan (S),0,WA,2020-04-08 17:01:08
2020-04-08,Dardanup (S),2,WA,2020-04-08 17:01:08
2020-04-08,Denmark (S),0,WA,2020-04-08 17:01:08
2020-04-08,Derby-West Kimberley (S),0,WA,2020-04-08 17:01:08
2020-04-08,Donnybrook-Balingup (S),0,WA,2020-04-08 17:01:08
2020-04-08,Dowerin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Dumbleyung (S),1,WA,2020-04-08 17:01:08
2020-04-08,Dundas (S),0,WA,2020-04-08 17:01:08
2020-04-08,East Fremantle (T),3,WA,2020-04-08 17:01:08
2020-04-08,East Pilbara (S),0,WA,2020-04-08 17:01:08
2020-04-08,Esperance (S),0,WA,2020-04-08 17:01:08
2020-04-08,Exmouth (S),0,WA,2020-04-08 17:01:08
2020-04-08,Fremantle (C),6,WA,2020-04-08 17:01:08
2020-04-08,Gingin (S),1,WA,2020-04-08 17:01:08
2020-04-08,Gnowangerup (S),0,WA,2020-04-08 17:01:08
2020-04-08,Goomalling (S),1,WA,2020-04-08 17:01:08
2020-04-08,Gosnells (C),8,WA,2020-04-08 17:01:08
2020-04-08,Greater Geraldton (C),2,WA,2020-04-08 17:01:08
2020-04-08,Halls Creek (S),0,WA,2020-04-08 17:01:08
2020-04-08,Harvey (S),1,WA,2020-04-08 17:01:08
2020-04-08,Irwin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Jerramungup (S),0,WA,2020-04-08 17:01:08
2020-04-08,Joondalup (C),34,WA,2020-04-08 17:01:08
2020-04-08,Kalamunda (C),7,WA,2020-04-08 17:01:08
2020-04-08,Kalgoorlie - Boulder (C),3,WA,2020-04-08 17:01:08
2020-04-08,Karratha (C),2,WA,2020-04-08 17:01:08
2020-04-08,Katanning (S),0,WA,2020-04-08 17:01:08
2020-04-08,Kellerberrin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Kent (S),0,WA,2020-04-08 17:01:08
2020-04-08,Kojonup (S),0,WA,2020-04-08 17:01:08
2020-04-08,Kondinin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Koorda (S),0,WA,2020-04-08 17:01:08
2020-04-08,Kulin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Kwinana (C),4,WA,2020-04-08 17:01:08
2020-04-08,Lake Grace (S),0,WA,2020-04-08 17:01:08
2020-04-08,Laverton (S),0,WA,2020-04-08 17:01:08
2020-04-08,Leonora (S),0,WA,2020-04-08 17:01:08
2020-04-08,Mandurah (C),27,WA,2020-04-08 17:01:08
2020-04-08,Manjimup (S),0,WA,2020-04-08 17:01:08
2020-04-08,Meekatharra (S),0,WA,2020-04-08 17:01:08
2020-04-08,Melville (C),25,WA,2020-04-08 17:01:08
2020-04-08,Menzies (S),0,WA,2020-04-08 17:01:08
2020-04-08,Merredin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Mingenew (S),0,WA,2020-04-08 17:01:08
2020-04-08,Moora (S),0,WA,2020-04-08 17:01:08
2020-04-08,Morawa (S),0,WA,2020-04-08 17:01:08
2020-04-08,Mosman Park (T),4,WA,2020-04-08 17:01:08
2020-04-08,Mount Magnet (S),0,WA,2020-04-08 17:01:08
2020-04-08,Mount Marshall (S),0,WA,2020-04-08 17:01:08
2020-04-08,Mukinbudin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Mundaring (S),8,WA,2020-04-08 17:01:08
2020-04-08,Murchison (S),0,WA,2020-04-08 17:01:08
2020-04-08,Murray (S),1,WA,2020-04-08 17:01:08
2020-04-08,Nannup (S),0,WA,2020-04-08 17:01:08
2020-04-08,Narembeen (S),0,WA,2020-04-08 17:01:08
2020-04-08,Narrogin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Nedlands (C),8,WA,2020-04-08 17:01:08
2020-04-08,Ngaanyatjarraku (S),0,WA,2020-04-08 17:01:08
2020-04-08,Northam (S),1,WA,2020-04-08 17:01:08
2020-04-08,Northampton (S),0,WA,2020-04-08 17:01:08
2020-04-08,Nungarin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Peppermint Grove (S),1,WA,2020-04-08 17:01:08
2020-04-08,Perenjori (S),0,WA,2020-04-08 17:01:08
2020-04-08,Perth (C),13,WA,2020-04-08 17:01:08
2020-04-08,Pingelly (S),0,WA,2020-04-08 17:01:08
2020-04-08,Plantagenet (S),0,WA,2020-04-08 17:01:08
2020-04-08,Port Hedland (T),1,WA,2020-04-08 17:01:08
2020-04-08,Quairading (S),0,WA,2020-04-08 17:01:08
2020-04-08,Ravensthorpe (S),0,WA,2020-04-08 17:01:08
2020-04-08,Sandstone (S),0,WA,2020-04-08 17:01:08
2020-04-08,Serpentine-Jarrahdale (S),4,WA,2020-04-08 17:01:08
2020-04-08,Shark Bay (S),0,WA,2020-04-08 17:01:08
2020-04-08,South Perth (C),8,WA,2020-04-08 17:01:08
2020-04-08,Stirling (C),37,WA,2020-04-08 17:01:08
2020-04-08,Subiaco (C),4,WA,2020-04-08 17:01:08
2020-04-08,Swan (C),10,WA,2020-04-08 17:01:08
2020-04-08,Tammin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Three Springs (S),0,WA,2020-04-08 17:01:08
2020-04-08,Toodyay (S),2,WA,2020-04-08 17:01:08
2020-04-08,Trayning (S),0,WA,2020-04-08 17:01:08
2020-04-08,Upper Gascoyne (S),0,WA,2020-04-08 17:01:08
2020-04-08,Victoria Park (T),7,WA,2020-04-08 17:01:08
2020-04-08,Victoria Plains (S),0,WA,2020-04-08 17:01:08
2020-04-08,Vincent (C),5,WA,2020-04-08 17:01:08
2020-04-08,Wagin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Wandering (S),0,WA,2020-04-08 17:01:08
2020-04-08,Wanneroo (C),32,WA,2020-04-08 17:01:08
2020-04-08,Waroona (S),0,WA,2020-04-08 17:01:08
2020-04-08,West Arthur (S),0,WA,2020-04-08 17:01:08
2020-04-08,Westonia (S),0,WA,2020-04-08 17:01:08
2020-04-08,Wickepin (S),0,WA,2020-04-08 17:01:08
2020-04-08,Williams (S),0,WA,2020-04-08 17:01:08
2020-04-08,Wiluna (S),0,WA,2020-04-08 17:01:08
2020-04-08,Wongan-Ballidu (S),0,WA,2020-04-08 17:01:08
2020-04-08,Woodanilling (S),0,WA,2020-04-08 17:01:08
2020-04-08,Wyalkatchem (S),0,WA,2020-04-08 17:01:08
2020-04-08,Wyndham-East Kimberley (S),3,WA,2020-04-08 17:01:08
2020-04-08,Yalgoo (S),0,WA,2020-04-08 17:01:08
2020-04-08,Yilgarn (S),2,WA,2020-04-08 17:01:08
2020-04-08,York (S),0,WA,2020-04-08 17:01:08
2020-04-08,Cockburn (C),0,WA,2020-04-08 17:01:08
2020-04-08,Cockburn (C),17,WA,2020-04-08 17:01:08
2020-04-08,Rockingham (C),0,WA,2020-04-08 17:01:08
2020-04-08,Rockingham (C),20,WA,2020-04-08 17:01:08
